ID,Question Text,Question Answer,Reference Document,Paragraph(s) Number,Keywords,retrived_context
Q1233,What are the different dimensions of completeness in surveillance and how are they measured?,"Different dimensions of completeness in surveillance include the completeness of reporting sites, case reporting, and surveillance data. They are measured by analyzing the proportion of sites that submitted reports, comparing reported cases to actual cases, and matching expected data requirements with what is reported.",TG Booklet 4,228-236,"Completeness Dimensions, Surveillance, Measurement, Reporting Sites, Case Reporting, Surveillance Data, Report Submission, Case Comparison, Data Requirements, Data Matching","Filename: TG Booklet 4, Paragraph(s) Number: 228, Content: Completeness in surveillance can have varying dimensions and may include the following: 
Filename: TG Booklet 4, Paragraph(s) Number: 236, Content: Completeness of surveillance data is the match between the expected data requirement and what is reported. The following questions are useful in determining completeness of surveillance data and its implications on public health actions. 
Filename: TG Booklet 4, Paragraph(s) Number: 230, Content: Completeness of reporting sites refers to the proportion of reporting sites that submitted the surveillance report irrespective of the time when the report was submitted. Computing completeness of reporting sites for each of the surveillance reports can: "
Q956,"Why does measles have a high transmission rate, and when do large outbreaks occur?",Measles is among the most transmissible human infections. Large outbreaks occur every few years in areas with low vaccine coverage and where there is an accumulation of individuals who have never been infected or vaccinated.,TG Booklet 6,226,"Measles Transmission Rate, Large Outbreaks, Low Vaccine Coverage, Susceptible Individuals","Filename: TG Booklet 2, Paragraph(s) Number: 839, Content: By looking only at the number of reported cases, it appears that a higher occurrence of measles cases occurred in health facility A. But when the number of reported cases at each health facility is compared to the total number of school-aged children living in each catchment area, then the situation becomes clearer.
Filename: TG Booklet 6, Paragraph(s) Number: 226, Content: Background﷐Measles is a febrile rash illness due to paramyxovirus (Morbillivirus) transmitted human-to-human via airborne droplet spread. It is the fourth leading cause of death in children less than 5 years of age in many African countries.The incubation period is 7 to 18 days from exposure to onset of fever.Among children with vitamin A deficiency and malnutrition, measles may result in severe illness due to the virus itself and associated bacterial infections, especially pneumonia; only the minority of cases are severe.Measles is among the most transmissible of human infections. Large outbreaks occur every few years in areas with low vaccine coverage and where there is an accumulation of persons who have never been infected or vaccinated. The true incidence of measles far exceeds reported cases.Risk factors include low vaccine coverage (<85 to 90%) which allows accumulation of susceptible persons at high risk for measles. Outbreaks can be explosive in areas of high population density.Other viral illnesses such as rubella may cause or contribute to similar outbreaks.﷐Surveillance goal﷐Detect outbreaks of fever with rash illness promptly:In the African Region of the WHO, in line with the Regional measles elimination goal: immediate case-based reporting of suspected cases and deaths of fever with rash illness; confirm all suspected measles cases with laboratory test (serum IgM).﷐Standard case definition﷐Suspected case:Any person with fever and maculopapular (non-vesicular) generalized rash and cough, coryza or conjunctivitis (red eyes) or any person in whom a clinician suspects measles.Confirmed case:A suspected case with laboratory confirmation (positive IgM antibody) or epidemiological link to confirmed cases in an outbreak.﷐Respond to alert threshold﷐Measles alert threshold in Malawi is reached when either a minimum of 5 suspected cases or one confirmed case are reported from a health facility.If an outbreak is suspected:Report suspected case to the next level.Collect blood sample for confirming the outbreak.Treat cases with oral rehydration, vitamin A, and antibiotics for prevention of bacterial super-infection. Use airborne isolation precautions where feasible.Investigate the case or outbreak to identify causes for outbreak.﷐Respond to action threshold: Measles﷐Measles outbreak/epidemic threshold in Malawi is reached when a minimum of 3 confirmed cases are reported from a health facility.If an outbreak is confirmed:Improve routine vaccine coverage through the EPI, and lead supplemental vaccination activities in areas of low vaccine coverage.Mobilize the community early to enable rapid case detection and treatment.Provide Vitamin A: Dose 1: immediately, Dose 2: next day Age: 0-6mo=50,000IU, 7-11 mo = 100,000IU; ≥12mo=200,000IU﷐Analyse and interpret data﷐Time:Graph weekly cases and deaths. Construct epidemic curve for outbreak cases.Place:Plot location of case households.Person: Count total cases and analyse by age group and immunization status.﷐Laboratory confirmationDiagnostic test: Presence of IgM antibodies to measles virus in serum.﷐Specimen: SerumWhole blood, gingival fluid, throat swab﷐When to collect the specimenCollect specimens between the 3rd day of the rash and 28th day after onset of rash.Collect blood samples on 5 suspected measles cases when the number of cases exceeds the measles outbreak threshold (usually more than 5 cases in a district in a month).In countries with an elimination target:Collect specimen from every suspected case of measlesCollect serum for antibody testing at first opportunity or first visit to the health facility﷐How to prepare, store and manage the specimen For children, collect 1 to 5 ml of venous blood depending on size of child. Collect into a test tube, capillary tube or microtainer.Separate blood cells from serum. Let clot retract for 30 to 60 minutes at room temperature. Centrifuge at 2000 rpm for 10-20 minutes and pour off serum into a clean glass tube.If no centrifuge, put sample in refrigerator overnight (4 to 6 hours) until clot retracts. Pour off serum the next morning.If no centrifuge and no refrigerator, let blood sit at an angle for at least 60 minutes (without shaking or being driven in a vehicle). Pour off serum into a clean tube.Store serum at 4°C.Transport serum samples using appropriate packaging to prevent breaking or leaks during transport.﷐Results: The specimen should arrive at the laboratory within 3 days of being collected. Results are usually available after 7 days.If as few as 2 out of 5 suspected measles cases are laboratory confirmed, the outbreak is confirmed.Avoid shaking of specimen before serum has been collected.To prevent bacterial overgrowth, ensure that the serum is poured into a clean glass test tube. The test tube does not need to be sterile, just clean.Transport the serum in an EPI hand vaccine carrier to 4ºC to 8ºC to prevent bacterial overgrowth (up to 7 days). If not refrigerated, serum stored in a clean tube will be good for at least 3 days.﷐Reference﷐“Response to measles outbreaks in measles mortality reduction settings” http://apps.who.int/iris/bitstream/10665/70047/1/WHO_IVB_09.03_eng.pdf WHO–recommended standards for surveillance of selected vaccine-preventable diseases (2018). http://www.who.int/immunization/monitoring_surveillance/burden/vpd/WHO_SurveillanceVaccinePreventable_11_Measles_R1.pdf?ua=1 World Health Organization. Regional Office for Africa. African Regional guidelines for measles and rubella surveillance- Revised April 2015.  http://www.afro.who.int/index.php?option=com_docman&task=doc_download&gid=10814&Itemid=2593
Filename: TG Booklet 2, Paragraph(s) Number: 841, Content: By calculating the incidence (i.e. number of new cases) of measles cases during the last 12 months in school-aged children. The numerator is the number of new cases that occurred over one year. The denominator is the number of school-aged children at risk in each catchment area. The measure obtained is called incidence rate or attack rate.  In this example, the incidence rate is higher in health facility B than in health facility A. The IDSR focal person can compare the impact of the illness on each facility. The facility In-charge/IDSR focal person can also use similar analysis to compare illnesses in different villages."
Q306,How does Section 4.1.3 advise planning for communication during an outbreak investigation?,"Section 4.1.3 advises making a communication plan for the investigation team, including a diagram showing reporting lines, methods, and frequency of communication within the team and between different levels. It highlights the need for communication with the Ministry of Health, the media, the community, and key partners.",TG Booklet 3,253,"Communication Planning, Outbreak Investigation, Reporting Lines, Methods, Frequency, Ministry Of Health, Media, Community, Partners","Filename: TG Booklet 3, Paragraph(s) Number: 1576, Content: This section describes how to conduct risk communication before, during and after an outbreak. Effective communication provides those at risk with the knowledge to make informed decisions for protective action when linked to functioning service. It also provides decision makers with summary information especially if there was an outbreak response, allowing them to review how resources were applied to contain the event.
Filename: TG Booklet 3, Paragraph(s) Number: 253, Content: Make a plan for how the team will communicate during an investigation. Prepare a diagram showing who will report to whom and how information will move both within the investigation team and between the district and other levels, including the most local level. For example, define who will communicate with the Ministry of Health, the media and the community. State the methods for communicating and how often it should be done during an outbreak to keep officials informed. Methods may include daily updates by radiophone, mobile phone, facsimile, electronic mail or conference calls. Show on the diagram the lines of authority and the roles of each staff on the team. Define the role of non-health workers and how they should be supervised.
Filename: TG Booklet 3, Paragraph(s) Number: 2061, Content: Outbreak Communication. Best practices for communicating with the public during an outbreak "
Q111,How can data transaction errors and result turnaround time be minimized?,Integration of OHSP/eIDSR with the Laboratory Information Management System (LIMS) is encouraged to minimize data transaction errors and shorten result turnaround time.,TG Booklet 2,650,"Data Transaction Errors, Result Turnaround Time, OHSP, Eidsr, Laboratory Information Management System (LIMS)","Filename: TG Booklet 2, Paragraph(s) Number: 741, Content: How does the observed situation compare to previous observation time periods this year or the previous year? For example, when compared to the start of the reporting period, is the problem increasing?
Filename: TG Booklet 2, Paragraph(s) Number: 599, Content: 2.4.3 Perform periodic checks on data quality
Filename: TG Booklet 2, Paragraph(s) Number: 601, Content: Some of the examples of factors which may affect data quality that needs to be periodically checked include;"
Q577,Is there an explanation for the abbreviation AEFI in the TG?,Adverse Events Following Immunization,TG Booklet 6,106,"AEFI, Adverse Events Following Immunization, TG Explanation","Filename: TG Booklet 4, Paragraph(s) Number: 50, Content: Annex 8A: Indicators for monitoring IDSR core functions at the health facility level 29 
Filename: TG Booklet 1, Paragraph(s) Number: 644, Content: Key Partners: 
Filename: TG Booklet 2, Paragraph(s) Number: 269, Content: The Call methodology: "
Q484,What is the objective of the example analytical study provided?,"The objective of the example analytical study is to determine potential exposures to cholera in the Central African Republic. The study employs a case-control design and analyzes the association between consuming cold cassava leaves and the odds of having cholera. The unadjusted matched analysis indicates a statistically significant association, with persons who ate cold cassava leaves having greater odds of having cholera. The study aims to test hypotheses and identify potential risk factors for cholera.",TG Booklet 3,471,"Analytical Study Objective, Hypotheses Testing, Cholera, Potential Exposures, Case-control Design, Odds Ratio, Risk Factors Identification","Filename: TG Booklet 3, Paragraph(s) Number: 409, Content: Annex 4I:	Example of an Analytical study to test hypothesis 
Filename: TG Booklet 3, Paragraph(s) Number: 470, Content: Annex 4I:  Example of an Analytical study to test hypothesis
Filename: TG Booklet 3, Paragraph(s) Number: 358, Content: To test a hypothesis, one must use an analytic epidemiology process to answer questions of how and why the population was affected"
Q924,What is the goal of nutrition surveillance?,"Early warning and problem identification, policy-making and planning, and program management and evaluation.",TG Booklet 6,220,"Nutrition Surveillance Goal, Early Warning, Problem Identification, Policy-making, Planning, Program Management, Evaluation","Filename: TG Booklet 5, Paragraph(s) Number: 101, Content: The main objective is to rapidly detect and control acute public health events of any origin, with particular attention to prioritized health risks. The aim is to increase sensitivity of detection, quality of risk assessment, and timeliness and effectiveness of the response to acute public health risks in order to minimize the negative health consequences to the affected population.
Filename: TG Booklet 1, Paragraph(s) Number: 470, Content: The goal of supervision is to improve timeliness of reporting, fine-tune understanding of case definitions, and improve interpersonal communication skills. It is important that supervision is done with evidenced-based approaches so as to know what to improve in the surveillance.  All activities for implementation by CBS should be coordinated by a surveillance officer or health facility manager in his or her locality. He or she will: 
Filename: TG Booklet 1, Paragraph(s) Number: 183, Content: These guidelines assume that all levels of the health system are involved in conducting surveillance activities for detecting and responding to priority diseases, conditions and events (even though the different levels do not perform identical functions). These activities include the following core functions:"
Q918,Why does severe malnutrition contribute to child mortality?,It may act as a direct cause of death or an indirect cause by increasing deaths in children suffering from common childhood illnesses such as diarrhoea and pneumonia.,TG Booklet 6,220,"Severe Malnutrition, Child Mortality, Direct Cause Of Death, Indirect Cause, Childhood Illnesses, Diarrhoea, Pneumonia","Filename: TG Booklet 6, Paragraph(s) Number: 220, Content: Background﷐Globally, maternal and child under-nutrition are underlying causes for 3·5 million deaths, including 35% of the disease burden in children younger than 5 years. Of the 40 countries with a child stunting prevalence of 40% or more, 23 are in Africa.Severe malnutrition may act as a direct cause of death or an indirect cause by increasing dramatically the number of deaths in children suffering from common childhood illnesses such as diarrhoea and pneumonia.Despite the above, the burden of child mortality due to severe malnutrition remains largely absent from the international health agenda and few countries, even in high prevalence areas, have specific national policies aimed at addressing it comprehensively.The most vulnerable are children under five and pregnant and lactating women. The poor nutritional status and nutritional intake of pregnant women may contribute to newborns with low birth weight (a weight measured immediately after birth). A newborn weighing less than 2500 grams (2.5 kg or 5.5 Ib) is considered a newborn with low birth weight (LBW). LBW is a major determinant of death, illness and disability in infancy and childhood and also impacts health outcomes in adult life.Socio-economic conditions, poor water and sanitation, mothers’ nutritional education on how to feed babies and young children, and repeated infections are the main causes of malnutrition.Programmes elaborated to eradicate malnutrition are on food security, water and sanitation, promotion of infant and young children feeding practices, micronutrient supplementation programmes, management of severe cases of malnutrition in the communities and in the health facilities, management of infections mainly diarrhoeal disease.Many sporadic surveys are being organized, but nutrition surveillance is currently poorly implemented and does not allow for interventions related to prevention and management of malnutrition.﷐Surveillance goal﷐Early warning and problem identification.Policy-making and planning.Programme management and evaluation.Assess effectiveness of public health response that address causes of low birth weight, malnutrition in children and malnutrition in pregnant women
Filename: TG Booklet 6, Paragraph(s) Number: 245, Content: Background﷐The Global Strategy for Women’s and Children’s and Adolescents’ Health with its three objectives of Survive, Thrive and Transform sets targets for the coming 15 years which Member States have agreed and committed to achieve. This includes reducing neonatal mortality to less than 12 deaths per 1,000 births and stillbirths to less than 12 per 1,000 total births, in line with the multi-stakeholders’ action plan “Every Newborn: an action plan to end preventable deaths” (ENAP), which encompasses two goals:  ending preventable newborn deaths and stillbirths.  Globally there are 2.7 million neonatal deaths annually, of these 1 million take place in the African Region. Three main causes of neonatal deaths make up about 80% of the deaths: birth asphyxia, prematurity and neonatal infections. Equally, there are about 2.6 million annual stillbirths globally, of which 98 percent occur in developing countries.  About half of all stillbirths occur in the intrapartum period, representing the greatest time of risk. Causes of stillbirths may be a consequence of maternal conditions and diseases like pre-eclampsia, obesity, diabetes, malaria, syphilis and HIV. There are however no available global estimates on causes of stillbirths.  The reduction of neonatal mortality reached 38% in the African Region during the MDG era. However, the reduction has been much slower than that of the under-5 mortality of 54%. Achieving the set SDG target for the reduction of both stillbirths and neonatal deaths will require up to a seven-fold reduction of the current neonatal and stillbirth mortality rates in the African Region. This will require addressing current challenges for the efficient delivery of high quality services for mothers and newborns, but also efforts of strengthening the health information systems to understand the real number of deaths and the causes of deaths. One of the biggest challenge in addressing both stillbirths and neonatal deaths is lack of information on the correct numbers and causes of deaths.  Yet majority of the stillbirths and neonatal deaths can be prevented with clearly targeted quality interventions by appropriately skilled health workers. Addressing these gaps calls for investing birth and death registration through surveillance and response, linking with perinatal review and taking action.﷐Surveillance goal﷐The primary goal is to eliminate preventable stillbirths and neonatal deaths by: Counting every stillbirths and neonatal death through an active identification and reporting at community and facility levels to permit an assessment of the true magnitude of stillbirths and neonatal mortality and the impact of actions to reduce them;Identifying underlying causes, contributing factors and high risk areas for stillbirths and neonatal deaths to effectively guides immediate as well as longer term actions and to inform program decisions to reduce these deaths 
Filename: TG Booklet 6, Paragraph(s) Number: 172, Content: Background﷐Diarrhoea with dehydration in children less than 5 years of age is due to infections of the gastrointestinal tract caused by viruses (especially Rotavirus), bacteria (E. coli, Salmonellae, Shigellae, Campylobacter, Yersinia, and others), and parasites (Giardia, Entamoeba, cryptosporidia, and cyclospora). These diseases are transmitted through eating contaminated food or water, or through faecal-oral spread.Diarrhoeal diseases represent the second leading cause of death among children less than 5 years of age in many African countries, with more than 3 million deaths per year.Different epidemiological patterns (for example, seasonality) are observed for different pathogens.The WHO and UNICEF advocate that each district team use the Integrated Management of Childhood Illnesses (IMCI) strategy to reduce morbidity and mortality of childhood diarrhoea.﷐Surveillance goal﷐Detect diarrhoea outbreaks promptly. Laboratory confirmation can confirm specific pathogenic agent outbreak, but laboratory confirmation is not necessary for routine surveillance of diarrhoea with dehydration.Monitor antimicrobial resistance during outbreaks of bacterial origin.﷐Standard case definition﷐Suspected case:Passage of 3 or more loose or watery stools in the past 24 hours with or without dehydration and:Some dehydration -- two or more of the following signs: restlessness, irritability; sunken eyes; thirsty; skin pinch goes back slowly, orSevere dehydration -- two or more of the following signs: lethargy or unconsciousness; sunken eyes; not able to drink or drinking poorly; skin pinch goes back very slowly.Confirmed case:Suspected case confirmed with stool culture for a known enteric pathogen. Note: Laboratory confirmation of specific agent causing outbreak is not routinely recommended for surveillance purposes."
Q1183,What are the steps involved in alert verification during a humanitarian crisis?,"Alert verification steps include collecting information about standard case definitions, symptoms and signs, date and place of onset of symptoms, patient details like age, sex, and vaccination status, community-level data, geographical and time relationships between cases, laboratory investigation of suspected cases, and outcomes like deaths, case management details, and health-care staff affected.",TG Booklet 5,247-257,"Alert Verification, Humanitarian Crisis, Case Definitions, Symptoms, Onset Of Symptoms, Patient Details, Community-level Data, Laboratory Investigation, Outcomes","Filename: TG Booklet 5, Paragraph(s) Number: 247, Content: To minimize morbidity and mortality, alert verification should start immediately once the alert is received by sub-national and national surveillance focal points (WHO, 2012). The verification can be done by telephone or site visit and can include the collection of information about:
Filename: TG Booklet 2, Paragraph(s) Number: 344, Content: Verification is an essential step to confirm the validity of the captured alerts and should be conducted by the rapid response team (RRT).
Filename: TG Booklet 2, Paragraph(s) Number: 341, Content: If the alert matches with one of the priority alerts for Malawi, the alert should immediately undergo verification."
Q348,How should the search for additional cases in health facility records be conducted?,"In health facilities where cases have been reported, search for additional suspected cases and deaths in the registers. Look for other patients with similar signs and symptoms. Request health workers to search in neighboring health facilities and facilities where the person may have passed during travel. Follow up any cases that have been allowed to go home.",TG Booklet 3,304,"Additional Cases Search, Health Facility, Records, Similar Symptoms, Neighboring Facilities, Patient Follow-up","Filename: TG Booklet 3, Paragraph(s) Number: 304, Content: In the health facilities where cases have been reported, search for additional suspected cases and deaths in the registers. Look for other patients who may have presented with the same or similar signs and symptoms as the disease or condition being investigated. The team should request health workers to search for similar cases in the neighbouring health facilities and in health facilities where the person may have passed there during travelling.
Filename: TG Booklet 2, Paragraph(s) Number: 701, Content: District Level IDSR Data Quality Audit Checklist﷐Name of Reporting Officer: _________________________________________________Contact Phone Number: ______________________E-mail: ____________________Health Facility: __________________________District: ________________________Date:__ __/__ __/__ __ __ __﷐Persons Met and Title﷐﷐﷐﷐﷐CORE ACTIVITY ﷐THINGS TO LOOK IN THE FACILITY NOTES﷐General﷐1. DATA COLLECTION TO IDENTIFY SUSPECTED CASES WITHIN HEALTH FACILITY﷐Is there an information flow for reporting to the district level (diagram or description)? ﷐How frequently do you review and collect data (e.g., daily, weekly, monthly)?﷐Is there a list of the country’s notifiable diseases?﷐Is there a list of priority reportable diseases/conditions/events?﷐For each priority reportable disease, condition or event, does this facility have case definitions for suspect and confirmed cases?﷐6.  Priority Reportable Diseases/conditions/events with case definitions﷐Disease Yes﷐No﷐Notes﷐AFP (Suspected Polio)﷐﷐﷐Tuberculosis﷐﷐﷐Viral Haemorrhagic Fever e.g. Ebola﷐﷐﷐Yellow Fever﷐﷐﷐Monkey Pox﷐﷐﷐Others specify﷐﷐﷐Case Based Surveillance Reporting or Line List Form, IDSR weekly/monthly summary forms﷐Is the cased-based form or line listing form or IDSR weekly/summary form paper-based or electronic?﷐If paper based, do you have adequate supply of case-based reporting or line listing forms? ﷐Is your facility using them?﷐Do you get feedback about the final diagnosis?﷐﷐Thoughts on Possible problems in data collection processExamples:Unsystematic data collection and reporting procedures due to HCW not knowingLack of lab results due to lack of feedback from higher levels or from the requested lab﷐List possible causes of omissions or problems.﷐List recommended solutions, including target date and person responsible.﷐﷐2. RECORDING OF CASES﷐1.  For suspected cases, what material is reviewed to determine suspected cases (e.g. patient chart/folder/card, facility record, case based form, line list)?﷐2.  For suspected cases, how was diagnosis assessed (e.g., laboratory confirmatory tests, patient signs and/or symptoms, patient history, or consultation)?﷐3.  Are priority reportable diseases recorded in the health facility register or facility line list according to the country﷐4.  Select randomly 3 priority diseases; verify how they are diagnosed and recorded﷐Thoughts on Possible problems in recording of cases e.g. Lack of documentation/recordingData or files are lostPoorly completed forms (missing values, forms not filled, presence of blanks, etc.).﷐List possible causes of omissions or problems﷐List recommended solutions, including target date and person responsible﷐﷐3.  REPORTING﷐Who is responsible to report priority reportable diseases (health care provider, laboratory, institution)?﷐When was the last time a supervisor made a site visit to your facility?﷐How often do you report information to the next level?﷐Is there a standard method for reporting each immediate reportable disease?﷐Is there a standard method for summary reporting each priority disease?﷐Is there a standard method of reporting an outbreak?﷐Is the report case-based or aggregate format?﷐Is the reporting protocol process mapped out or summarized in narrative format and readily visible in the facility (e.g., on the wall)?﷐For priority diseases, are “0” cases recorded and reported?﷐Are number of cases of notifiable diseases seen at the facility within a specified reporting period same as that reported to the district level? (Randomly select 3 notifiable diseases and verify)﷐Are each of the immediately reportable diseases consistently reported in a timely manner?﷐Immediately Reportable Diseases Notes﷐Disease﷐Yes No﷐﷐﷐﷐﷐﷐﷐﷐﷐﷐﷐﷐﷐﷐List findings seenE.g.: Under-reporting or Over-reporting of cases.Duplicate reportingUntruthful reporting, (e.g. reporting zero, while there is an ongoing outbreak of epidemic prone diseases)Inconsistent reporting formats (forms). Late submission/reporting.Inconsistent reporting periods, ﷐﷐Thoughts on Report﷐List possible causes of omissions or problems﷐List recommended solutions, including target date and person responsible
Filename: TG Booklet 3, Paragraph(s) Number: 303, Content: (i) Search for suspected cases and deaths in the health facility records"
Q632,"What is NSTCC an abbreviation for, and where can I find its meaning in the TG?",National Surveillance Technical Coordination Committee,TG Booklet 6,106,National Surveillance Technical Coordination Committee,"Filename: TG Booklet 3, Paragraph(s) Number: 1109, Content: Determine if there are any hard-to-reach areas, e.g. a transient workers’ camp. Identify a mobile immunization team to reach these areas.
Filename: TG Booklet 1, Paragraph(s) Number: 478, Content: disseminate simplified case definitions and alerts using posters or any other latest intervention methods (banners, leaflets, etc. that have been shown to work in that area) to relevant places within the community, as appropriate; 
Filename: TG Booklet 2, Paragraph(s) Number: 635, Content: Working with community leaders to identify members of the community (key informants) to receive relevant training."
Q603,"What does EPI stand for, and is it defined in the TG?",Expanded Program on Immunization,TG Booklet 6,106,Expanded Program On Immunization,"Filename: TG Booklet 4, Paragraph(s) Number: 524, Content: 9.2 eIDSR in the context of Health Management Information Systems (HMIS) 
Filename: TG Booklet 4, Paragraph(s) Number: 560, Content: ₋      Standardization of tools in eIDSR system enables data gathering to be consistent and complete to more easily facilitate data exchange and comparison across health facilities 
Filename: TG Booklet 4, Paragraph(s) Number: 595, Content: ·         A crucial step in the development of an electronic system is to assess the capabilities and infrastructure needs of the country. The eIDSR technical working group or a similar TWG which oversees surveillance activities should carefully consider the capabilities and infrastructure and resources against the needs of their surveillance system. WHO has developed a standardized eSurveillance assessment tool which can also be used as a resource tool "
Q843,What is the standard case definition for Chikungunya?,The standard case definition for Chikungunya includes the presence of acute fever and severe arthralgia.,TG Booklet 6,154,Standard Case Definition For Chikungunya,"Filename: TG Booklet 6, Paragraph(s) Number: 155, Content:  Background﷐Chikungunya fever is a viral illness that is spread by the bite of infected mosquitoes. The disease resembles dengue fever, and is characterized by severe, sometimes persistent, joint pain (arthritis), as well as fever and rash. It is rarely life-threatening. Nevertheless, widespread occurrence of diseases causes substantial morbidity and economic loss.The word ""Chikungunya"" is Makonde for ""that which bends up,"" in reference to the stooped posture of patients afflicted with the severe joint pain associated with the disease. Epidemics of fever, rash and arthritis, resembling Chikungunya fever were recorded as early as 1779. However, the virus was first isolated between 1952-1953 from both man and mosquitoes during an epidemic in Tanzania.Chikungunya historically displayed interesting epidemiological profiles in that: major epidemics appeared and disappeared cyclically, usually with an inter-epidemic period of 7-8 years and sometimes as long as 20 years. After a long period of absence, outbreaks appeared in Indonesia in 1999 and have been virtually ongoing since 2004.﷐Surveillance goal﷐ Detect Chikungunya sporadic cases and outbreaks early, and seek laboratory verification. Identify high risk areas in order to improve prevention of outbreaks by taking steps to avoid mosquito bites and elimination of breeding sites.﷐Standard case definition﷐Acute clinical caseClinical criterion: Fever >38.50 C (101.30F) and joint pain a (usually incapacitating b) with acute onset      AND Epidemiological criterion: resident or visitor in areas with local transmission of Chikungunya on the last 15 days (suspected case for epidemiological surveillance)    ORLaboratory criterion: confirmation by laboratory: PCR, serology or viral culture (confirmed case for epidemiological surveillance)Atypical caseClinical case of laboratory confirmed Chikungunya accompanied by other manifestations: neurological, cardiological, dermatological, ophthalmological, hepatic, renal, respiratory, or haematological, among others.Severe acute caseClinical case of laboratory-confirmed chikungunya presenting dysfunction of at least one organ or system that threatens life and requires hospitalizationSuspected and confirmed chronic casesSuspect chronic case: Person with previous clinical diagnosis of chikungunya after 12 weeks of the onset of the symptoms presenting with at least one of the following articular manifestations: pain, rigidity, or edema, continuously or recurrently.  Confirmed chronic case: Every chronic case with a positive chikungunya laboratory test   a Usually accompanied by exanthema, myalgia, back pain, headache and, occasionally, vomiting and diarrhoea (pediatric age       group).  b In children aged <3 years, joint pain is expressed as inconsolable crying, irritability, rejection to mobilization and/or walking.﷐ Respond to alert threshold﷐If Chikungunya cases are suspected:Report case-based information immediately to the next levelCollect specimens for confirming the casesConduct an investigation to determine the risk factors for transmissionManage and treat the cases using acetaminophen or paracetamol to relieve fever and non-steroidal anti- inflammatory agents﷐Respond to action threshold﷐If Chikungunya cases are confirmedSymptomatic treatment for mitigating pain and fever using non-steroidal anti-inflammatory drugs along with rest usually suffices. Persistent joint pain may require analgesic and long-term anti-inflammatory therapy.Prevention is entirely dependent upon taking steps to avoid mosquito bites and elimination of mosquito breeding sites.To avoid mosquito bites:Wear full sleeve clothes and long dresses to cover the limbsUse mosquito repellentsUse mosquito nets – to protect babies, old people and others, who may rest during the day. The effectiveness of such nets can be improved by treating them with permethrin (pyrethroid insecticide). Curtains (cloth or bamboo) can also be treated with insecticide and hung at windows or doorways, to repel or kill mosquitoesMosquitoes become infected when they bite people who are infected with Chikungunya. Mosquito nets and mosquito coils and repellents will help prevent mosquitoes from biting people﷐Analyse and interpret data﷐Time:Graph cases and deaths weekly. Construct an epidemic curve during outbreaks.Place:Plot location of case households with precise mapping.Person:Report immediate case-based information for cases and deaths. Report summary totals monthly.  During outbreak, count cases and deaths weekly. Analyse by age. Assess risk factors to improve     prevention of outbreaks.﷐Laboratory confirmation: Chikungunya﷐Diagnostic test﷐Serological tests show a four-fold rise in antibody titer to Chikungunya virus; the virus may be isolated from the blood of acutely ill patients in newborn mice, mosquitoes or cell culture or detected using IFA or Reverse Transcription Polymerase Chain Reaction (RT-PCR)﷐Specimen﷐Serum﷐When to collect the specimen﷐Collect specimen from the first suspected case (s). Suspected CHIK cases occur in clusters.Collect representative specimens from suspected cases. If outbreak is confirmed, collect more specimens from cases and also mosquitoes from the affected homes for testing.Type of Specimen:-Acute-phase blood (0-10 days after onset)-Convalescent-phase blood (7 - 21 days after onset)Time of collection:When patient presents; collect second sample during convalescence. Between days 7 and 21 after onset.﷐How to prepare,store, and transport the specimen﷐Transport of specimens should comply with the WHO guidelines for the safe transport of infectious substances and diagnostic specimens (WHO, 1997).For ELISA:Refrigerate at 2º to 8º C serum or clot for testing within 24 hour. If kept for longer store at -80ºC.For virus isolation and RT_PCRStore frozen at -20ºC for short-term storage or at -70ºC or transport in fully charged dry shipper.Mosquitoes for testing should be transported in fully charged dry shipper. Focus onAedes species﷐Results﷐Diagnostic services for Chikungunya are not routinely available. Contact the appropriate National authority or WHO. Ministry of Health, Disease Outbreak Management Unit should send samples to WHO reference labs e.g. KEMRIPreliminary results are ready within 24 hours after samples arrive in the laboratory.Confirmatory results are ready within a week from sample reception.
Filename: TG Booklet 2, Paragraph(s) Number: 146, Content: A standard case definition is an agreed-upon set of criteria used to decide if a person has a particular suspected disease or condition. The definition specifies clinical criteria, laboratory diagnosis and specifications on time, place and person. 
Filename: TG Booklet 6, Paragraph(s) Number: 156, Content: Reference: Chikungunya﷐Weekly Epidemiological Record N° 1, 2005, 80, 1-8; http//www.who.int/werWorld Health Organization http://www.who.int/mediacentre/factsheets/fs327/en/United States, Centers for Disease Control http://www.cdc.gov/ncidod/dvbid/chikungunya/Sergon et al Seroprevalence of Chikungunya Virus (CHIKV) Infection on Lamu Island, Kenya, October 2004. Am J Trop Med Hyg. 2008 Feb;78(2):333-337Powers et al. Evolutionary relationships and systematics of the alphaviruses. J Virol. 2001 Nov;75(21):10118-31"
